SrcAddr,DstAddr,Sport,Dport,State,Dur,TotPkts,TotBytes,SrcBytes,DstBytes,SrcPkts,DstPkts,Rate,SrcRate,DstRate,Load,SrcLoad,DstLoad,sMeanPktSz,dMeanPktSz,attack_type,attack_category,has_SYN,has_RST,has_FIN,has_ACK,has_PSH,has_URG,has_ECE,has_CWR,ByteRatio,PktRatio,PktsPerSec,BytesPerSec,Proto_icmp,Proto_tcp,Proto_udp,State_OTH,State_REJ,State_RSTO,State_RSTR,State_RSTRH,State_S0,State_S1,State_S3,State_SF,State_SH,State_SHR
163.10.53.12,10.1.3.30,55834,5560,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,60581,5440,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,63542,2710,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,56450,701,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,33481,66,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
192.168.1.1,10.1.4.40,40755,16016,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,33991,230,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,55950,67,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,42009,128,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.0.0.1,10.1.3.30,56450,538,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
221.130.247.8,10.1.4.40,43393,8192,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,43138,5815,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,48786,3269,RSTRH,0.001501,2.0,80.0,40.0,40.0,1.0,1.0,53297.80146568954,26648.90073284477,26648.90073284477,426382.4117255163,17754097.756725363,213191.20586275816,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1332.4450366422386,53297.80146568954,False,True,False,False,False,False,False,True,False,False,False,False,False,False
221.130.247.8,10.1.4.40,43393,5080,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,64261,666,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
128.221.232.161,10.1.3.30,33634,799,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,46798,2875,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,45505,1175,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,45505,1132,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,40755,13456,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
198.241.123.168,10.1.3.30,33634,395,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,41889,358,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,61025,8652,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.97.60.68,10.1.4.40,43393,50000,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,43138,9220,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,36169,1111,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,36956,807,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,54306,7435,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,38853,376,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
121.219.156.193,10.1.3.30,33634,57,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,49625,5915,RSTRH,0.000501,2.0,160.0,80.0,80.0,1.0,1.0,319361.27744510974,159680.63872255487,159680.63872255487,2554890.219560878,318723829.7855386,1277445.109780439,80.0,80.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,319361.27744510974,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,59617,893,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,42339,50500,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,46420,1011,RSTRH,0.001007,2.0,80.0,40.0,40.0,1.0,1.0,79443.89275074478,39721.94637537239,39721.94637537239,635551.1420059582,39445825.59619899,317775.5710029791,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1986.0973187686195,79443.89275074478,False,True,False,False,False,False,False,True,False,False,False,False,False,False
198.241.123.168,10.1.3.30,33634,340,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,43959,911,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7.97.60.68,10.1.4.40,43393,161,RSTRH,0.000503,2.0,80.0,40.0,40.0,1.0,1.0,159045.72564612326,79522.86282306163,79522.86282306163,1272365.805168986,158097142.78938696,636182.902584493,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3976.1431411530816,159045.72564612326,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,52468,1310,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
192.168.1.1,10.1.3.30,56450,772,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,34871,2007,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,62111,2041,RSTRH,0.000499,2.0,80.0,40.0,40.0,1.0,1.0,160320.64128256514,80160.32064128257,80160.32064128257,1282565.130260521,160641925.1328308,641282.5651302605,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4008.0160320641285,160320.64128256514,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,45931,32781,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,43410,554,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,53003,371,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
192.168.1.1,10.1.3.30,64261,981,RSTRH,0.000499,2.0,80.0,40.0,40.0,1.0,1.0,160320.64128256514,80160.32064128257,80160.32064128257,1282565.130260521,160641925.1328308,641282.5651302605,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4008.0160320641285,160320.64128256514,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,57375,7778,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
53.169.36.199,10.1.3.30,33634,47,RSTRH,0.000504,2.0,80.0,40.0,40.0,1.0,1.0,158730.15873015873,79365.07936507936,79365.07936507936,1269841.2698412698,157470395.56563365,634920.6349206349,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3968.253968253968,158730.15873015873,False,True,False,False,False,False,False,True,False,False,False,False,False,False
80.214.145.57,10.1.3.30,55832,5906,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,64261,2394,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,53648,1334,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,49247,3918,RSTRH,0.000502,2.0,80.0,40.0,40.0,1.0,1.0,159362.54980079684,79681.27490039842,79681.27490039842,1274900.3984063747,158727639.24382156,637450.1992031874,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3984.0637450199206,159362.54980079684,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,36189,707,RSTRH,0.000505,2.0,80.0,40.0,40.0,1.0,1.0,158415.84158415842,79207.92079207921,79207.92079207921,1267326.7326732674,156847367.90510735,633663.3663366337,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3960.39603960396,158415.84158415842,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,46399,109,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,36849,502,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.0.0.1,10.1.3.30,56450,343,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,41320,57797,RSTRH,0.000999,2.0,80.0,40.0,40.0,1.0,1.0,80080.08008008008,40040.04004004004,40040.04004004004,640640.6406406406,40080120.16020024,320320.3203203203,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2002.0020020020017,80080.08008008008,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,49247,18040,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
117.49.55.7,10.1.4.40,43393,9594,RSTRH,0.000499,2.0,80.0,40.0,40.0,1.0,1.0,160320.64128256514,80160.32064128257,80160.32064128257,1282565.130260521,160641925.1328308,641282.5651302605,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4008.0160320641285,160320.64128256514,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,44139,483,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3.226.108.109,10.1.3.30,33634,879,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,44074,7000,RSTRH,0.001004,2.0,80.0,40.0,40.0,1.0,1.0,79681.27490039842,39840.63745019921,39840.63745019921,637450.1992031874,39681909.81095539,318725.0996015937,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1992.0318725099603,79681.27490039842,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,45505,1104,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
80.214.145.57,10.1.3.30,55832,26214,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,53988,49152,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,56001,3814,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,52131,32784,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,36956,501,RSTRH,0.0005,2.0,80.0,40.0,40.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,160000000.0,640000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,43837,994,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,33047,50800,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
215.222.79.111,10.1.3.30,55832,5859,RSTRH,0.000501,2.0,80.0,40.0,40.0,1.0,1.0,159680.63872255487,79840.31936127743,79840.31936127743,1277445.109780439,159361914.8927693,638722.5548902195,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,3992.015968063872,159680.63872255487,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,52420,1033,RSTRH,0.001,2.0,80.0,40.0,40.0,1.0,1.0,80000.0,40000.0,40000.0,640000.0,40000000.0,320000.0,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,80000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,58384,130,RSTRH,0.000496,2.0,80.0,40.0,40.0,1.0,1.0,161290.32258064515,80645.16129032258,80645.16129032258,1290322.5806451612,162591050.98855358,645161.2903225806,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,4032.258064516129,161290.32258064515,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,44074,19780,RSTRH,0.001001,2.0,80.0,40.0,40.0,1.0,1.0,79920.07992007992,39960.03996003996,39960.03996003996,639360.6393606394,39920119.84019976,319680.3196803197,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1998.0019980019981,79920.07992007992,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,45931,40911,RSTRH,0.001002,2.0,80.0,40.0,40.0,1.0,1.0,79840.31936127743,39920.15968063872,39920.15968063872,638722.5548902195,39840478.72319233,319361.27744510974,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1996.007984031936,79840.31936127743,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.4.40,49625,8181,RSTRH,0.001,2.0,160.0,80.0,80.0,1.0,1.0,160000.0,80000.0,80000.0,1280000.0,80000000.0,640000.0,80.0,80.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,2000.0,160000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
10.1.1.10,10.1.3.30,59617,884,RSTRH,0.001006,2.0,80.0,40.0,40.0,1.0,1.0,79522.86282306163,39761.431411530815,39761.431411530815,636182.902584493,39524285.69734674,318091.4512922465,40.0,40.0,nmap_null,scan,0,1,0,0,0,0,0,0,1.0,1.0,1988.0715705765408,79522.86282306163,False,True,False,False,False,False,False,True,False,False,False,False,False,False
